Очки,2-очк-3/В,2-очк-%,3-очк-3/В,3-очк-%,Штрафные-3/В,Штрафные-%,Подборы,Передачи,Фолы,Перехваты,Потери,Блокшоты,МИН,Очки прот.,2-очк-3/В прот.,2-очк-% прот.,3-очк-3/В прот.,3-очк-% прот.,Штрафные-3/В прот.,Штрафные-% прот.,Подборы прот.,Передачи прот.,Фолы прот.,Перехваты прот.,Потери прот.,Блокшоты прот.,Победа,Победа дома
100,25/38,66,14/28,50,8/15,53,45,30,7,8,9,6,200,43,15/45,33,4/20,20,1/6,17,23,8,11,4,10,1,0,1
93,21/36,58,14/32,44,9/12,75,39,26,20,9,16,10,200,64,18/48,38,4/14,29,16/21,76,26,9,19,10,12,3,1,1
99,24/47,51,12/31,39,15/18,83,35,21,21,11,11,4,200,93,28/47,60,10/22,45,7/10,70,27,14,24,10,16,4,1,1
102,27/42,64,10/20,50,18/25,72,32,31,19,8,13,3,200,72,18/41,44,9/31,29,9/12,75,29,13,27,7,18,4,0,1
102,24/39,62,15/24,63,9/16,56,36,33,22,6,12,4,200,67,17/43,40,7/26,27,12/18,67,30,9,17,9,11,0,0,1
93,19/38,50,10/28,36,25/35,71,44,23,22,6,14,3,200,84,25/42,60,8/27,30,10/11,91,32,17,29,6,12,0,1,1
89,24/40,60,7/28,25,20/27,74,29,24,27,11,12,2,195,95,21/42,50,10/22,45,23/32,72,37,16,23,8,16,2,0,0
75,18/36,50,8/23,35,15/18,83,34,18,16,8,17,6,196,73,20/39,51,7/24,29,12/15,80,29,19,20,12,13,3,1,1
94,21/32,66,10/22,45,22/26,85,18,23,26,8,16,1,195,86,25/40,63,5/24,21,21/26,81,32,18,28,8,19,1,1,1
67,20/40,50,4/21,19,15/15,100,27,13,22,9,15,4,195,70,19/49,39,3/12,25,23/28,82,46,16,18,4,17,3,0,0
111,34/53,64,9/17,53,16/20,80,49,31,20,7,11,5,194,69,18/45,40,7/21,33,12/16,75,23,14,21,4,11,0,0,1
80,30/55,55,5/16,31,5/11,45,28,16,21,3,9,0,200,97,25/40,63,12/26,46,11/13,85,32,21,16,7,11,7,0,0
99,30/48,63,7/18,39,18/24,75,39,28,27,4,8,1,193,87,20/41,49,8/25,32,23/35,66,30,28,19,3,6,2,1,1
83,26/52,50,8/17,47,7/12,58,34,16,14,9,7,1,200,75,20/37,54,9/22,41,8/9,89,29,17,17,5,11,2,1,1
88,20/45,44,10/21,48,18/25,72,38,24,20,8,15,6,194,81,21/51,41,6/14,43,21/24,88,34,15,26,10,15,3,1,1
98,18/38,47,11/20,55,29/39,74,26,20,20,8,11,4,196,97,32/50,64,7/26,27,12/14,86,42,24,29,6,13,1,1,1
89,24/44,55,9/23,39,14/21,67,34,22,26,3,6,2,200,88,19/36,53,12/35,34,14/23,61,39,12,21,6,8,1,1,1
68,13/30,43,9/26,35,15/18,83,19,15,25,8,16,2,196,109,24/33,73,14/26,54,19/27,70,31,25,20,10,9,4,1,0
83,22/44,50,9/26,35,12/17,71,36,26,15,9,14,3,197,101,24/37,65,13/34,38,14/16,88,33,23,19,11,10,3,1,0
82,21/40,53,9/19,47,13/18,72,36,24,18,7,14,1,196,66,18/47,38,8/18,44,6/9,67,35,11,14,9,17,2,1,1
64,13/30,43,8/24,33,14/17,82,18,13,20,7,20,3,200,96,34/49,69,6/14,43,10/16,63,33,20,22,16,14,3,0,0
85,19/50,38,10/23,43,17/22,77,50,21,15,9,12,6,200,66,14/40,35,10/36,28,8/11,73,43,18,22,5,15,4,1,1
78,24/48,50,6/15,40,12/18,67,40,28,18,9,17,1,200,62,18/47,38,7/22,32,5/9,56,36,20,19,5,15,1,1,1
74,22/43,51,5/17,29,15/19,79,26,15,15,8,12,2,194,82,25/48,52,9/15,60,5/11,45,34,19,19,4,13,0,0,0
90,26/44,59,7/19,37,17/24,71,42,27,20,9,10,1,195,68,16/34,47,7/30,23,15/23,65,32,14,23,5,11,1,1,1
50,15/40,38,3/23,13,11/20,55,30,12,16,9,12,2,200,72,20/30,67,9/27,33,5/6,83,38,14,23,8,16,3,0,0
86,23/50,46,6/20,30,22/31,71,38,18,20,7,10,3,194,92,26/46,57,6/24,25,22/26,85,36,21,23,6,9,2,0,0
86,20/42,48,6/14,43,28/28,100,26,17,18,8,11,4,197,82,20/44,45,7/13,54,21/23,91,27,22,21,9,11,3,1,1
100,28/39,72,9/23,39,17/22,77,42,29,27,12,23,1,194,82,24/47,51,7/22,32,13/19,68,21,24,19,14,14,1,0,1
85,21/49,43,7/18,39,22/32,69,32,13,21,6,1,3,197,78,22/48,46,7/19,37,13/15,87,39,17,28,0,13,6,1,1
99,22/35,63,9/21,43,28/40,70,31,17,18,5,12,2,194,95,24/43,56,10/19,53,17/23,74,29,18,30,4,7,2,1,1
79,27/48,56,5/17,29,10/12,83,28,20,20,7,15,2,200,78,24/38,63,6/26,23,12/16,75,36,20,20,8,16,1,1,1
73,17/42,40,6/23,26,21/26,81,27,16,20,9,11,4,200,86,26/48,54,5/16,31,19/24,79,41,17,23,8,15,0,0,0
84,17/39,44,10/26,38,20/31,65,34,17,26,9,14,1,200,86,25/46,54,6/15,40,18/29,62,39,22,31,5,16,3,0,0
83,18/34,53,10/25,40,17/19,89,28,20,24,12,17,1,200,88,27/46,59,5/15,33,19/23,83,31,24,19,6,18,4,0,0
79,26/45,58,3/21,14,18/26,69,30,13,17,9,10,1,200,94,27/45,60,12/20,60,4/9,44,33,29,23,6,14,1,0,0
72,20/36,56,5/17,29,17/29,59,31,18,19,12,16,0,200,80,19/37,51,12/25,48,6/12,50,35,20,26,13,19,2,0,0
85,30/52,58,5/21,24,10/11,91,32,20,26,6,7,4,196,88,25/46,54,5/17,29,23/33,70,36,14,17,4,10,2,0,0
104,17/40,43,15/31,48,25/31,81,36,25,26,8,14,4,195,107,18/31,58,15/32,47,26/37,70,39,19,27,11,18,4,0,0
101,23/38,61,13/25,52,16/27,59,24,32,21,10,8,1,194,76,20/44,45,10/20,50,6/12,50,32,16,25,4,17,0,0,1
86,18/32,56,10/31,32,20/24,83,35,25,22,9,18,4,194,80,31/52,60,1/13,8,15/19,79,28,12,20,11,13,1,1,1
85,27/42,64,4/25,16,19/22,86,35,16,23,4,8,6,196,80,12/38,32,13/25,52,17/24,71,36,19,24,3,13,0,1,1
88,22/45,49,11/26,42,11/15,73,35,22,26,8,15,6,196,93,22/47,47,9/19,47,22/29,76,37,23,21,8,15,3,0,0
86,26/45,58,6/13,46,16/17,94,22,21,21,7,10,3,195,81,22/45,49,9/19,47,10/17,59,32,15,21,6,6,3,1,1
73,21/46,46,4/11,36,19/26,73,38,16,20,4,10,4,200,72,16/39,41,10/24,42,10/15,67,29,11,23,7,8,6,1,1
74,26/51,51,4/17,24,10/17,59,35,20,15,7,5,4,200,63,17/37,46,8/16,50,5/13,38,34,16,18,1,16,6,1,1
103,26/41,63,13/31,42,12/15,80,36,27,15,12,7,3,200,58,14/38,37,7/25,28,9/11,82,33,12,20,4,19,1,0,1
99,28/45,62,12/21,57,7/10,70,28,27,19,10,15,9,196,77,22/43,51,6/24,25,15/19,79,35,19,17,15,19,6,1,1
80,27/65,42,3/16,19,17/23,74,42,16,23,11,21,5,219,84,22/43,51,6/19,32,22/31,71,41,14,22,11,22,5,0,0
89,20/41,49,7/17,41,28/32,88,36,20,19,6,8,6,196,75,16/44,36,11/23,48,10/16,63,34,17,26,1,8,3,1,1
110,29/40,73,12/25,48,16/24,67,39,32,21,12,11,6,200,60,15/36,42,5/22,23,15/22,68,27,11,25,6,17,0,0,1
87,25/42,60,10/32,31,7/11,64,34,25,27,12,12,4,195,71,15/35,43,7/23,30,20/32,63,34,25,16,7,17,1,1,1
88,18/32,56,8/23,35,28/34,82,33,24,23,6,12,3,200,75,17/43,40,7/19,37,20/26,77,28,16,29,1,12,1,1,1
75,21/55,38,5/18,28,18/23,78,28,15,24,7,13,1,194,111,31/43,72,10/26,38,19/24,79,44,30,24,6,14,4,1,0
75,22/43,51,8/16,50,7/9,78,27,18,24,1,12,5,194,86,17/41,41,10/22,45,22/31,71,35,16,15,4,5,2,0,0
76,22/41,54,6/17,35,14/18,78,30,16,17,6,8,3,195,83,26/48,54,7/21,33,10/10,100,34,17,21,5,8,2,0,0
87,24/41,59,9/26,35,12/23,52,35,20,19,6,14,4,195,89,21/37,57,9/25,36,20/23,87,32,17,22,9,13,4,0,0
65,20/49,41,5/22,23,10/19,53,39,12,13,5,7,4,200,75,24/51,47,7/15,47,6/8,75,42,10,24,4,8,4,0,0
76,23/36,64,7/20,35,9/10,90,28,20,21,11,14,2,200,75,20/37,54,6/20,30,17/24,71,26,11,15,8,14,4,1,1
86,21/37,57,7/22,32,23/28,82,31,18,20,7,11,3,200,79,18/39,46,11/28,39,10/11,91,33,19,27,8,14,3,1,1
76,14/32,44,10/31,32,18/23,78,34,21,27,8,14,4,200,83,20/38,53,7/21,33,22/30,73,31,18,23,7,15,3,0,0
97,23/47,49,12/21,57,15/21,71,30,21,18,9,10,2,200,77,21/39,54,9/29,31,8/12,67,35,16,22,6,12,2,1,1
78,22/39,56,7/18,39,13/16,81,38,16,17,8,18,7,195,55,13/38,34,7/24,29,8/11,73,25,11,22,6,12,1,1,1
80,14/25,56,14/31,45,10/16,63,25,18,24,6,16,1,200,92,22/39,56,10/20,50,18/21,86,31,27,19,6,13,3,0,0
67,22/33,67,2/17,12,17/26,65,24,17,19,9,11,4,196,76,17/39,44,10/19,53,12/17,71,27,19,24,9,12,2,0,0
94,23/41,56,9/22,41,21/25,84,32,24,23,10,6,3,196,77,17/32,53,9/23,39,16/24,67,26,21,26,6,18,3,1,1
89,25/47,53,5/16,31,24/28,86,37,21,21,11,9,5,200,62,16/35,46,6/21,29,12/18,67,24,12,24,4,15,5,1,1
94,16/36,44,12/21,57,26/33,79,32,20,25,9,11,3,200,81,17/37,46,9/25,36,20/28,71,27,20,29,6,10,0,1,1
69,16/45,36,10/22,45,7/8,88,20,22,27,11,11,3,200,99,20/31,65,11/18,61,26/30,87,36,26,19,6,15,7,0,0
94,27/49,55,9/21,43,13/19,68,37,19,21,7,15,0,200,102,22/45,49,13/23,57,19/24,79,27,20,22,10,12,3,1,0
67,18/48,38,8/20,40,7/14,50,26,19,16,5,12,5,199,110,30/49,61,13/34,38,11/14,79,46,29,18,6,11,4,1,0
75,19/46,41,7/21,33,16/26,62,33,20,26,7,15,1,200,87,16/29,55,11/28,39,22/28,79,30,25,27,7,14,6,0,0
79,22/44,50,6/20,30,17/22,77,33,22,20,14,9,1,200,65,17/36,47,7/23,30,10/17,59,33,15,21,5,19,2,1,1
87,21/40,53,7/19,37,24/33,73,27,17,19,13,11,4,200,84,22/38,58,10/25,40,10/13,77,32,21,27,6,20,3,1,1
83,19/36,53,10/26,38,15/19,79,32,15,23,8,10,1,200,91,19/35,54,9/21,43,26/30,87,28,13,20,6,12,1,0,0
62,16/42,38,5/23,22,15/21,71,27,11,21,11,14,1,200,81,21/44,48,9/20,45,12/20,60,49,17,20,6,18,8,0,0
76,17/38,45,10/23,43,12/22,55,30,10,18,7,14,4,200,74,22/44,50,7/19,37,9/11,82,34,24,24,9,17,5,1,1
94,21/46,46,12/25,48,16/19,84,37,22,27,5,15,4,195,93,20/44,45,11/22,50,20/28,71,29,14,21,6,13,5,1,1
94,26/56,46,9/21,43,15/17,88,42,16,19,12,12,2,225,86,11/31,35,18/46,39,10/13,77,43,26,22,5,16,4,1,1
60,17/44,39,5/21,24,11/13,85,30,13,22,4,14,5,200,93,22/40,55,10/31,32,19/22,86,34,24,18,4,10,6,0,0
71,23/38,61,4/23,17,13/17,76,37,24,20,6,14,0,200,73,24/44,55,5/25,20,10/15,67,37,19,18,11,11,0,0,0
85,25/38,66,9/25,36,8/10,80,27,23,18,16,14,6,200,67,19/37,51,6/22,27,11/17,65,32,21,20,9,19,1,1,1
99,26/41,63,12/24,50,11/12,92,39,25,26,5,16,11,192,66,15/46,33,6/15,40,18/33,55,24,15,16,10,14,1,1,1
71,20/34,59,5/22,23,16/20,80,41,20,19,7,18,7,196,69,17/50,34,8/14,57,11/16,69,24,15,21,10,10,0,1,1
94,24/47,51,10/23,43,16/23,70,35,20,22,7,5,0,196,87,16/37,43,13/25,52,16/21,76,35,18,23,3,11,4,1,1
91,22/49,45,11/23,48,14/18,78,26,26,16,8,12,3,196,76,22/35,63,5/20,25,17/21,81,34,13,18,5,17,0,1,1
68,19/45,42,5/18,28,15/19,79,37,12,16,11,11,2,195,60,16/40,40,8/21,38,4/10,40,39,14,22,7,20,0,1,1
117,23/37,62,19/36,53,14/16,88,45,38,18,11,13,3,192,73,17/49,35,8/21,38,15/23,65,27,13,13,11,15,2,0,1
93,25/50,50,12/33,36,7/13,54,33,17,27,4,9,3,219,94,22/37,59,8/26,31,26/30,87,39,14,20,7,13,4,0,0
88,27/36,75,8/30,27,10/14,71,30,22,16,5,13,4,195,94,28/50,56,8/17,47,14/20,70,32,22,18,10,9,0,0,0
90,23/40,58,7/19,37,23/27,85,29,21,21,7,17,2,195,103,35/56,63,8/19,42,9/12,75,29,27,19,8,10,1,1,0
78,17/45,38,8/19,42,20/22,91,27,15,20,6,9,2,193,100,19/34,56,15/30,50,17/19,89,33,22,23,5,10,4,1,0
91,15/40,38,14/31,45,19/23,83,43,18,13,10,12,7,194,81,16/38,42,15/36,42,4/9,44,40,16,20,13,15,8,1,1
71,19/41,46,5/23,22,18/23,78,36,13,18,6,11,3,193,79,24/48,50,7/20,35,10/16,63,39,14,23,5,13,2,0,0
83,20/45,44,8/17,47,19/23,83,38,15,19,6,10,2,195,78,14/32,44,14/34,41,8/9,89,28,19,20,5,8,0,1,1
100,21/39,54,13/23,57,19/22,86,25,22,21,9,13,2,194,93,25/44,57,8/23,35,19/20,95,31,19,26,8,15,2,0,1
70,20/38,53,6/28,21,12/16,75,40,16,22,6,18,4,194,79,16/35,46,11/27,41,14/18,78,32,17,22,12,12,1,0,0
83,17/43,40,12/25,48,13/16,81,32,18,19,6,13,0,195,80,24/40,60,7/28,25,11/15,73,35,20,20,4,15,4,1,1
76,14/30,47,12/34,35,12/16,75,32,18,19,11,18,3,195,84,20/38,53,11/26,42,11/13,85,35,20,24,8,15,0,0,0
70,14/25,56,10/27,37,12/20,60,30,14,16,14,14,8,195,68,23/43,53,6/22,27,4/7,57,30,16,21,13,13,3,1,1
97,29/48,60,7/17,41,18/25,72,31,25,18,9,14,2,196,86,23/45,51,9/25,36,13/15,87,31,20,26,7,18,4,1,1
85,26/44,59,9/24,38,6/12,50,36,21,18,3,14,2,195,75,17/49,35,10/19,53,11/17,65,34,15,19,8,9,4,1,1
66,15/32,47,8/24,33,12/20,60,42,10,19,3,15,3,194,64,18/44,41,5/23,22,13/21,62,38,15,20,5,11,3,1,1
79,22/45,49,9/28,32,8/13,62,41,23,18,9,13,6,195,61,17/47,36,3/19,16,18/21,86,37,12,19,7,15,3,1,1
86,17/26,65,7/30,23,31/37,84,32,21,33,5,15,3,220,82,16/43,37,5/21,24,35/45,78,43,13,31,7,16,0,1,1
77,15/42,36,9/25,36,20/27,74,31,15,20,6,7,0,195,81,25/47,53,6/19,32,13/17,76,38,17,26,4,13,6,0,0
73,20/44,45,5/22,23,18/24,75,27,14,21,9,8,6,193,71,19/41,46,8/27,30,9/15,60,40,20,22,2,19,2,1,1
100,23/45,51,12/21,57,18/25,72,37,20,15,11,7,1,195,67,15/35,43,11/25,44,4/5,80,27,18,25,3,17,1,0,1
74,22/42,52,8/23,35,6/9,67,21,16,14,5,8,1,197,93,26/36,72,9/17,53,14/15,93,29,25,12,2,12,3,0,0
63,21/37,57,4/21,19,9/13,69,34,10,22,6,11,1,195,76,13/33,39,11/30,37,17/24,71,35,18,18,8,10,5,0,0
90,23/50,46,13/22,59,5/6,83,33,17,20,5,9,3,195,84,26/43,60,8/23,35,8/10,80,33,18,19,6,15,4,1,1
93,16/29,55,11/24,46,28/34,82,28,24,19,7,17,4,194,92,22/45,49,13/26,50,9/10,90,27,26,29,9,12,1,1,1
87,16/40,40,11/30,37,22/24,92,33,17,23,5,6,1,197,90,30/53,57,6/18,33,12/21,57,37,19,22,5,7,2,0,0
94,25/46,54,10/20,50,14/16,88,35,30,27,7,19,4,197,93,18/44,41,10/21,48,27/33,82,26,12,22,10,12,0,1,1
88,28/50,56,9/21,43,5/5,100,33,23,18,7,11,3,194,64,17/42,40,7/22,32,9/14,64,30,15,13,3,15,4,1,1
84,23/46,50,7/21,33,17/24,71,39,19,21,16,15,3,195,54,12/34,35,5/23,22,15/25,60,39,11,24,8,23,1,1,1
84,19/40,48,6/25,24,28/31,90,38,11,19,8,14,2,194,93,29/41,71,8/23,35,11/15,73,28,25,26,13,14,1,0,0
76,22/52,42,6/20,30,14/17,82,27,15,18,7,10,4,195,104,31/52,60,10/18,56,12/14,86,34,27,19,8,11,3,1,0
90,19/43,44,12/20,60,16/19,84,28,22,17,8,9,4,194,74,22/46,48,6/23,26,12/14,86,40,16,22,5,16,5,1,1
65,14/23,61,10/34,29,7/11,64,25,18,23,4,17,0,195,77,20/33,61,7/20,35,16/20,80,31,19,20,10,15,2,0,0
92,25/58,43,10/26,38,12/18,67,33,24,22,9,6,4,220,93,26/42,62,10/28,36,11/15,73,44,23,18,2,18,2,0,0
62,17/38,45,5/15,33,13/13,100,20,13,22,4,15,2,193,83,24/43,56,7/19,37,14/18,78,33,13,23,2,15,1,0,0
96,25/54,46,12/32,38,10/13,77,52,25,21,10,19,3,221,88,22/54,41,9/23,39,17/23,74,38,18,20,14,17,3,1,1
86,22/37,59,9/22,41,15/24,63,37,18,18,7,16,4,194,74,16/38,42,10/30,33,12/14,86,28,22,23,7,14,1,1,1
83,25/48,52,7/25,28,12/16,75,44,18,18,9,17,3,197,73,15/53,28,12/22,55,7/12,58,41,13,18,13,17,8,1,1
92,22/46,48,10/22,45,18/27,67,30,56,22,4,19,5,195,69,19/96,20,7/21,33,10/20,50,40,23,21,15,19,6,1,1
81,17/31,55,10/27,37,17/20,85,31,16,24,11,13,3,196,70,14/40,35,9/21,43,15/20,75,35,17,21,6,16,4,1,1
83,19/37,51,9/25,36,18/26,69,33,22,11,4,6,4,196,95,26/48,54,13/25,52,4/6,67,33,29,24,1,9,3,0,0
82,25/36,69,4/18,22,20/24,83,31,12,30,6,14,1,195,78,19/41,46,7/26,27,19/27,70,35,17,24,8,10,1,1,1
119,31/44,70,15/33,45,12/16,75,43,32,31,9,12,6,196,68,17/43,40,9/24,38,7/8,88,21,16,29,7,17,6,0,1
101,25/49,51,12/27,44,15/21,71,50,26,34,10,10,9,196,50,14/42,33,4/21,19,10/19,53,28,8,29,7,19,8,0,1
83,15/34,44,13/24,54,14/15,93,27,19,27,11,16,5,195,82,23/41,56,8/22,36,12/20,60,32,12,29,6,18,4,1,1
92,22/45,49,11/29,38,15/17,88,44,18,19,6,19,4,195,84,24/49,49,8/27,30,12/14,86,33,15,23,13,12,2,1,1
102,31/47,66,5/14,36,25/33,76,34,19,22,7,3,3,194,68,18/44,41,7/22,32,11/19,58,34,11,26,1,13,0,0,1
81,27/47,57,5/18,28,12/16,75,32,20,17,10,13,5,195,74,25/53,47,6/28,21,6/9,67,40,18,17,8,14,1,1,1
108,30/48,63,9/21,43,21/23,91,29,28,21,9,11,2,196,92,24/46,52,11/23,48,11/15,73,28,19,23,6,16,2,0,1
69,22/42,52,4/14,29,13/20,65,30,10,12,1,6,0,195,99,25/43,58,13/35,37,10/11,91,39,26,17,4,2,2,0,0
113,29/50,58,7/10,70,34/40,85,28,21,28,10,13,3,195,77,22/41,54,5/22,23,18/25,72,27,12,32,6,21,2,0,1
76,15/38,39,9/26,35,19/22,86,32,18,21,5,10,1,196,73,20/37,54,7/18,39,12/17,71,32,16,21,6,13,5,1,1
71,16/35,46,10/27,37,9/17,53,34,18,28,2,14,1,196,89,18/35,51,9/21,43,26/34,76,29,20,21,8,7,3,0,0
94,33/53,62,4/20,20,16/19,84,40,21,21,10,10,3,195,74,20/49,41,7/20,35,13/18,72,38,11,20,7,15,0,1,1
93,22/47,47,12/23,52,13/15,87,22,24,27,2,19,1,195,131,36/50,72,12/23,52,23/26,88,34,40,19,9,9,3,1,0
103,28/47,60,9/22,41,20/22,91,27,19,22,7,9,1,196,96,24/37,65,9/25,36,21/26,81,29,20,23,4,14,0,0,1
87,26/45,58,8/28,29,11/12,92,47,25,20,5,13,1,196,59,9/25,36,11/29,38,8/17,47,22,16,17,4,15,4,1,1
96,26/51,51,12/21,57,8/11,73,39,23,14,5,7,7,194,75,21/49,43,9/22,41,6/9,67,31,21,16,3,6,3,1,1
101,18/34,53,15/35,43,20/27,74,43,27,26,8,16,8,244,88,18/41,44,11/40,28,19/29,66,48,17,25,9,16,3,0,1
77,22/40,55,5/25,20,18/20,90,35,23,28,4,14,2,194,92,20/38,53,9/24,38,25/31,81,32,26,21,6,11,2,0,0
97,23/48,48,9/22,41,24/29,83,34,24,18,6,5,1,197,91,26/50,52,10/25,40,9/16,56,44,21,24,5,10,3,1,1
89,20/41,49,11/24,46,16/18,89,41,17,31,5,20,2,196,91,30/48,63,6/23,26,13/16,81,21,15,36,11,10,3,0,0
56,14/41,34,4/16,25,16/23,70,30,13,22,16,16,1,194,58,13/24,54,5/20,25,17/22,77,28,19,20,6,17,0,0,0
81,20/37,54,9/28,32,14/15,93,35,14,23,3,11,1,195,75,25/47,53,2/23,9,19/21,90,36,4,18,2,13,0,1,1
59,18/43,42,4/22,18,11/16,69,32,10,16,0,21,0,192,119,34/48,71,13/26,50,12/14,86,36,34,18,11,6,0,1,0
92,27/45,60,9/24,38,11/15,73,43,23,15,12,12,5,197,48,13/37,35,6/28,21,4/6,67,29,12,16,7,15,0,1,1
84,24/43,56,4/25,16,24/26,92,38,22,23,2,13,3,195,88,23/42,55,9/25,36,15/17,88,28,19,25,7,9,3,0,0
80,21/42,50,8/22,36,14/16,88,37,22,24,6,15,1,193,70,20/42,48,3/22,14,21/25,84,34,7,18,10,13,2,1,1
71,19/31,61,7/21,33,12/16,75,26,19,18,5,11,2,194,102,19/38,50,17/28,61,13/15,87,29,18,20,10,14,1,1,0
104,30/43,70,9/27,33,17/22,77,33,18,21,9,10,6,192,93,19/35,54,13/24,54,16/21,76,23,25,23,9,17,1,0,1
118,36/60,60,12/20,60,10/16,63,40,35,20,16,4,3,196,61,15/27,56,7/26,27,10/20,50,27,6,17,2,22,3,0,1
85,20/44,45,11/26,42,12/14,86,37,22,17,13,13,3,195,75,22/43,51,7/21,33,10/14,71,33,16,17,9,19,2,1,1
88,16/38,42,11/26,42,23/31,74,36,16,25,6,17,2,221,94,23/42,55,10/30,33,18/24,75,37,27,30,9,14,3,0,0
97,30/49,61,5/16,31,22/27,81,38,16,26,16,17,2,167,70,13/25,52,10/26,38,14/23,61,22,19,20,7,18,1,1,1
66,22/51,43,2/18,11,16/24,67,32,16,32,8,11,4,194,86,23/38,61,6/20,30,22/36,61,45,15,27,5,14,1,0,0
73,20/41,49,6/25,24,15/18,83,40,19,24,4,15,4,195,82,18/36,50,8/22,36,22/25,88,33,14,24,11,10,2,0,0
99,31/52,60,7/23,30,16/21,76,42,19,18,17,12,3,194,67,11/30,37,12/24,50,9/14,64,23,16,22,5,23,0,1,1
84,21/39,54,9/26,35,15/19,79,29,23,21,4,10,2,194,80,18/39,46,10/25,40,14/19,74,33,16,21,7,13,1,1,1
72,19/38,50,8/21,38,10/15,67,33,15,19,14,17,2,194,90,26/41,63,10/31,32,8/10,80,30,17,15,5,19,8,0,0
80,17/35,49,12/25,48,10/15,67,35,21,24,9,15,4,196,50,13/32,41,3/23,13,15/23,65,29,7,17,7,15,2,1,1
94,27/41,66,6/15,40,22/25,88,43,18,23,8,17,4,185,62,18/40,45,5/23,22,11/20,55,21,11,25,9,9,4,1,1
78,21/40,53,10/29,34,6/10,60,32,25,19,9,17,2,197,83,27/177,15,6/20,30,11/15,73,39,25,13,10,19,1,0,0
102,25/35,71,16/32,50,4/6,67,30,24,37,10,16,3,193,67,16/37,43,7/16,44,14/21,67,20,15,28,11,18,3,0,1
94,30/46,65,5/23,22,19/22,86,46,23,47,7,10,4,182,75,18/38,47,5/22,23,24/35,69,31,12,46,7,11,4,1,1
78,16/34,47,6/15,40,28/36,78,34,12,33,9,19,5,195,70,24/43,56,3/19,16,13/18,72,23,17,37,10,18,3,1,1
59,14/33,42,6/22,27,13/16,81,25,11,34,6,21,7,195,111,32/47,68,12/25,48,11/13,85,33,29,40,13,11,2,1,0
100,24/40,60,13/25,52,13/16,81,25,29,41,8,14,4,195,85,17/35,49,6/17,35,33/38,87,23,23,38,6,18,4,0,1
78,19/50,38,11/23,48,7/17,41,34,20,33,7,10,7,195,86,28/43,65,7/25,28,9/14,64,41,21,37,5,14,7,0,0
123,37/55,67,12/26,46,13/22,59,45,30,31,12,7,14,195,71,21/49,43,6/23,26,11/13,85,31,12,35,6,15,14,0,1
100,26/42,62,11/22,50,15/18,83,34,18,19,5,10,1,194,77,15/29,52,11/31,35,14/21,67,25,17,22,2,11,3,0,1
86,20/47,43,10/24,42,16/21,76,39,20,30,9,19,5,195,94,22/41,54,9/25,36,23/32,72,31,23,21,12,17,6,0,0
72,20/40,50,6/25,24,14/20,70,30,18,26,11,21,3,193,91,15/30,50,14/29,48,19/26,73,32,23,20,9,21,5,0,0
76,24/54,44,4/18,22,16/23,70,39,22,23,11,10,3,218,70,9/21,43,11/32,34,19/22,86,33,14,22,5,18,5,1,1
101,26/47,55,10/19,53,19/26,73,45,23,22,8,12,3,195,66,17/53,32,7/21,33,11/17,65,35,16,24,7,10,3,0,1
74,20/47,43,5/24,21,19/27,70,29,15,22,5,8,2,193,108,30/47,64,12/23,52,12/19,63,44,24,23,7,14,4,1,0
89,24/37,65,11/32,34,8/13,62,41,20,18,4,8,5,197,73,30/65,46,3/21,14,4/7,57,40,10,16,0,6,1,1,1
84,23/35,66,8/28,29,14/16,88,28,19,32,5,18,2,195,89,17/31,55,8/23,35,31/37,84,25,19,22,11,12,1,0,0
85,27/40,68,5/22,23,16/24,67,39,21,21,6,16,4,197,82,26/53,49,5/15,33,15/23,65,30,13,22,8,11,2,1,1
101,23/41,56,11/22,50,22/28,79,36,26,15,5,9,2,195,79,21/41,51,8/30,27,13/16,81,33,18,23,4,6,6,0,1
82,21/41,51,8/19,42,16/23,70,33,15,19,4,6,1,196,72,21/43,49,6/28,21,12/17,71,40,20,21,3,9,3,1,1
81,30/53,57,2/10,20,15/16,94,34,19,25,9,12,3,195,64,14/51,27,6/16,38,18/27,67,39,9,22,7,12,4,1,1
82,17/39,44,9/23,39,21/28,75,36,19,22,3,9,0,195,98,24/42,57,10/21,48,20/33,61,27,21,21,1,9,4,0,0
70,20/35,57,5/30,17,15/25,60,29,14,22,8,12,1,211,99,29/45,64,8/20,40,17/22,77,41,23,23,7,17,3,0,0
67,20/40,50,6/22,27,9/18,50,40,15,23,7,16,0,193,74,19/43,44,8/22,36,12/19,63,36,19,23,11,13,2,0,0
110,25/49,51,14/28,50,18/22,82,41,26,22,11,10,2,195,65,16/46,35,5/21,24,18/23,78,37,5,20,7,19,1,0,1
77,15/37,41,11/27,41,14/20,70,30,11,22,2,13,1,193,102,21/34,62,14/37,38,18/22,82,40,29,21,7,9,0,1,0
98,30/47,64,10/22,45,8/12,67,44,29,18,8,10,16,196,62,17/50,34,7/22,32,7/13,54,31,12,19,6,10,3,1,1
80,24/47,51,7/28,25,11/13,85,24,18,26,11,7,2,196,86,23/47,49,5/14,36,25/28,89,43,11,21,4,20,2,0,0
75,13/29,45,11/30,37,16/18,89,33,23,21,2,9,3,194,70,19/39,49,6/25,24,14/17,82,37,14,19,1,12,3,1,1
